id	Biosample.Summary	Biosample	GROUP	SECONDARY	COLOR	category	infoline	age	sex	type	origin	perturb	lifestage	Project2
BSS01857	trophoblast cell originated from H1-hESC	trophoblast cell	ES-deriv	Placenta & EEM	#4178AE	Stem-like	TROPHOBLAST DERIV	unknown	male	in vitro differentiated cells			embryonic	Roadmap 2015
BSS01261	mesenchymal stem cell originated from H1-hESC	mesenchymal stem cell	ES-deriv	Mesench	#4178AE	Stem-like	MESENCHYMAL STEM DERIV	unknown	male	in vitro differentiated cells			embryonic	Roadmap 2015
BSS01371	neural stem progenitor cell originated from H1-hESC	neural stem progenitor cell	ES-deriv	Brain	#4178AE	Stem-like	NEURAL PROGENITOR DERIV	unknown	male	in vitro differentiated cells			embryonic	Roadmap 2015
BSS01263	mesendoderm originated from H1-hESC	mesendoderm	ES-deriv		#4178AE	Stem-like	MESENDODERM DERIV	unknown	male	in vitro differentiated cells			embryonic	Roadmap 2015
BSS00112	bipolar neuron originated from GM23338 treated with 0.5 μg/mL doxycycline hyclate for 4 days	bipolar neuron	ES-deriv	Brain	#4178AE	Stem-like	BIPOLAR NEURON DERIV	53	male	in vitro differentiated cells	bipolar_neuron_originated_from_GM23338	0.5_mg_mL_doxycycline_hyclate_for_4_days	adult	ENCODE
BSS00556	hepatocyte originated from H9	hepatocyte	ES-deriv	Liver	#4178AE	Stem-like	HEPATOCYTE DERIV	5	female	in vitro differentiated cells			embryonic	ENCODE
BSS01370	neural progenitor cell originated from H9	neural progenitor cell	ES-deriv	Brain	#4178AE	Stem-like	NEURAL PROGENITOR DERIV	5	female	in vitro differentiated cells			embryonic	ENCODE
BSS01366	neural cell originated from H1-hESC	neural cell	ES-deriv	Brain	#4178AE	Stem-like	NEURAL DERIV	unknown	male	in vitro differentiated cells			embryonic	ENCODE
BSS01612	smooth muscle cell originated from H9	smooth muscle cell	ES-deriv	Sm. Muscle	#4178AE	Stem-like	SMOOTH MUSCLE DERIV	5	female	in vitro differentiated cells			embryonic	ENCODE
BSS00171	cardiac muscle cell originated from RUES2	cardiac muscle cell	ES-deriv	Heart	#4178AE	Stem-like	CARDIAC MUSCLE DERIV	unknown	unknown/mixed	in vitro differentiated cells			embryonic	ENCODE
BSS00287	endodermal cell originated from HUES64	endodermal cell	ES-deriv		#4178AE	Stem-like	ENDODERMAL DERIV	unknown	male	in vitro differentiated cells			embryonic	Roadmap 2015
BSS00273	ectodermal cell originated from HUES64	ectodermal cell	ES-deriv		#4178AE	Stem-like	ECTODERMAL DERIV	unknown	male	in vitro differentiated cells			embryonic	Roadmap 2015
BSS01372	neural stem progenitor cell originated from H9	neural stem progenitor cell	ES-deriv	Brain	#4178AE	Stem-like	NEURAL PROGENITOR DERIV	5	female	in vitro differentiated cells			embryonic	Roadmap 2015
BSS01375	neuron originated from H9	neuron	ES-deriv	Brain	#4178AE	Stem-like	NEURON DERIV	5	female	in vitro differentiated cells			embryonic	Roadmap 2015
BSS01264	mesodermal cell originated from HUES64	mesodermal cell	ES-deriv		#4178AE	Stem-like	MESODERMAL DERIV	unknown	male	in vitro differentiated cells			embryonic	Roadmap 2015
BSS00169	cardiac mesoderm originated from H7-hESC	cardiac mesoderm	ES-deriv	Heart	#4178AE	Stem-like	CARDIAC MESODERM DERIV	unknown	female	in vitro differentiated cells			embryonic	ENCODE
BSS00272	ecto neural progenitor cell originated from H9	ecto neural progenitor cell	ES-deriv	Brain	#4178AE	Stem-like	NEURAL PROGENITOR DERIV	5	female	in vitro differentiated cells			embryonic	ENCODE
BSS00285	endodermal cell	endodermal cell	ES-deriv		#4178AE	Stem-like	ENDODERMAL CELL	5	female	in vitro differentiated cells			embryonic	ENCODE
BSS00484	H9	H9	ESC		#924965	Stem-like	ESC	5	female	cell line			embryonic	Roadmap 2015
BSS00478	H1-hESC	H1-hESC	ESC		#924965	Stem-like	ESC	unknown	male	cell line			embryonic	Roadmap 2015
BSS00483	H7-hESC	H7-hESC	ESC		#924965	Stem-like	ESC	unknown	female	cell line			embryonic	Roadmap 2015
BSS00715	HUES48	HUES48	ESC		#924965	Stem-like	ESC	unknown	female	cell line			embryonic	Roadmap 2015
BSS00716	HUES6	HUES6	ESC		#924965	Stem-like	ESC	unknown	female	cell line			embryonic	Roadmap 2015
BSS00717	HUES64	HUES64	ESC		#924965	Stem-like	ESC	unknown	male	cell line			embryonic	Roadmap 2015
BSS01866	UCSF-4	UCSF-4	ESC		#924965	Stem-like	ESC	unknown	female	cell line			embryonic	Roadmap 2015
BSS00315	ES-I3	ES-I3	ESC		#924965	Stem-like	ESC	unknown	female	cell line			embryonic	Roadmap 2015
BSS00277	ELF-1	ELF-1	ESC		#924965	Stem-like	ESC	unknown	female	cell line			embryonic	ENCODE
BSS00477	GM23338 originated from GM23248	GM23338	iPSC		#69608A	Stem-like	iPSC	53	male	cell line			adult	ENCODE
BSS00731	iPS DF 19.11	iPS DF 19.11	iPSC		#69608A	Stem-like	iPSC	unknown	male	cell line			newborn	Roadmap 2015
BSS00734	iPS DF 6.9	iPS DF 6.9	iPSC		#69608A	Stem-like	iPSC	unknown	male	cell line			newborn	Roadmap 2015
BSS00737	iPS-18a	iPS-18a	iPSC		#69608A	Stem-like	iPSC	48	female	cell line			adult	Roadmap 2015
BSS00739	iPS-20b	iPS-20b	iPSC		#69608A	Stem-like	iPSC	55	male	cell line			adult	Roadmap 2015
BSS00736	iPS-15b	iPS-15b	iPSC		#69608A	Stem-like	iPSC	48	female	cell line			adult	Roadmap 2015
BSS00738	iPS-18c	iPS-18c	iPSC		#69608A	Stem-like	iPSC	48	female	cell line			adult	Roadmap 2015
BSS00244	CWRU1	CWRU1	iPSC		#69608A	Stem-like	iPSC	unknown	male	cell line			unknown/mixed	ENCODE
BSS00732	iPS DF 19.7	iPS DF 19.7	iPSC		#69608A	Stem-like	iPSC	unknown	male	cell line			newborn	Roadmap (Novel)
BSS00733	iPS DF 4.7	iPS DF 4.7	iPSC		#69608A	Stem-like	iPSC	unknown	male	cell line			newborn	Roadmap (Novel)
BSS00735	iPS-11a	iPS-11a	iPSC		#69608A	Stem-like	iPSC	36	male	cell line			adult	Roadmap (Novel)
BSS00741	iPS-NIHi11 originated from AG20443	iPS-NIHi11	iPSC		#69608A	Stem-like	iPSC	71	male	cell line			adult	ENCODE
BSS00742	iPS-NIHi7 originated from AG08395	iPS-NIHi7	iPSC		#69608A	Stem-like	iPSC	85	female	cell line			adult	ENCODE
BSS01107	L1-S8	L1-S8	iPSC		#69608A	Stem-like	iPSC	unknown	unknown/mixed	cell line			unknown/mixed	ENCODE
BSS01108	L1-S8R	L1-S8R	iPSC		#69608A	Stem-like	iPSC	unknown	unknown/mixed	cell line			unknown/mixed	ENCODE
BSS01226	MCF-7	MCF-7	Cancer	Other	#000000	Other	MAMMARY GLAND ADENOCARCINOMA	69	female	cell line			adult	ENCODE
BSS01274	MM.1S	MM.1S	Cancer	HSC & B-cell	#000000	Other	MYELOMA	42	female	cell line			adult	ENCODE
BSS01414	PC-3	PC-3	Cancer	Reproductive	#000000	Other	PROSTATE ADENOCARCINOMA	62	male	cell line			adult	ENCODE
BSS01415	PC-9	PC-9	Cancer	Lung	#000000	Other	LUNG ADENOCARCINOMA	unknown	unknown/mixed	cell line			unknown/mixed	ENCODE
BSS01562	SK-N-SH	SK-N-SH	Cancer	Brain	#000000	Other	NEUROBLASTOMA	4	female	cell line			child	ENCODE
BSS00492	HCT116	HCT116	Cancer	Digestive	#000000	Other	COLORECTAL ADENOCARCINOMA	unknown	male	cell line			adult	ENCODE
BSS00762	K562	K562	Cancer	HSC & B-cell	#000000	Other	MYELOGENOUS LEUKEMIA	53	female	cell line			adult	ENCODE 2012
BSS01065	Karpas-422	Karpas-422	Cancer	HSC & B-cell	#000000	Other	B CELL LYMPHOMA	72	female	cell line			adult	ENCODE
BSS01389	OCI-LY1	OCI-LY1	Cancer	HSC & B-cell	#000000	Other	B CELL LYMPHOMA	44	male	cell line			adult	ENCODE
BSS00268	DOHH2	DOHH2	Cancer	HSC & B-cell	#000000	Other	B CELL LYMPHOMA	60	male	cell line			adult	ENCODE
BSS00529	HeLa-S3	HeLa-S3	Cancer	Reproductive	#000000	Other	CERVIX ADENOCARCINOMA	31	female	cell line			adult	ENCODE 2012
BSS00558	HepG2	HepG2	Cancer	Liver	#000000	Other	HEPATOCELLULAR CARCINOMA	15	male	cell line			child	ENCODE 2012
BSS01178	Loucy	Loucy	Cancer	Blood & T-cell	#000000	Other	ACUTE LYMPHOBLASTIC LEUKEMIA	38	female	cell line			adult	ENCODE
BSS01664	SU-DHL-6	SU-DHL-6	Cancer	HSC & B-cell	#000000	Other	B CELL LYMPHOMA	43	male	cell line			adult	ENCODE
BSS00013	A549 treated with 0.02% ethanol for 1 hour	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	0.02pct_ethanol_for_1_hour	adult	ENCODE 2012
BSS00015	A549 treated with 100 nM dexamethasone for 1 hour	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	100_nM_dexamethasone_for_1_hour	adult	ENCODE
BSS00267	DND-41	DND-41	Cancer	Blood & T-cell	#000000	Other	ACUTE LYMPHOBLASTIC LEUKEMIA	13	male	cell line			child	ENCODE 2012
BSS01390	OCI-LY3	OCI-LY3	Cancer	HSC & B-cell	#000000	Other	B CELL LYMPHOMA	52	male	cell line			adult	ENCODE
BSS01391	OCI-LY7	OCI-LY7	Cancer	HSC & B-cell	#000000	Other	B CELL LYMPHOMA	48	male	cell line			adult	ENCODE
BSS01104	KMS-11	KMS-11	Cancer	HSC & B-cell	#000000	Other	MYELOMA	67	female	cell line			adult	ENCODE
BSS01411	Parathyroid adenoma male adult (62 years)	Parathyroid adenoma	Cancer	Endocrine	#000000	Other	PARATHYROID ADENOMA	62	male	tissue			adult	ENCODE
BSS01365	NCI-H929	NCI-H929	Cancer	HSC & B-cell	#000000	Other	MYELOMA	62	female	cell line			adult	ENCODE
BSS00007	A549	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line			adult	ENCODE 2012
BSS00018	A549 treated with 100 nM dexamethasone for 12 hours	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	100_nM_dexamethasone_for_12_hours	adult	GGR
BSS00025	A549 treated with 100 nM dexamethasone for 4 hours	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	100_nM_dexamethasone_for_4_hours	adult	GGR
BSS00030	A549 treated with 100 nM dexamethasone for 8 hours	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	100_nM_dexamethasone_for_8_hours	adult	GGR
BSS00035	A673	A673	Cancer	Muscle	#000000	Other	MUSCLE EWING SARCOMA	15	female	cell line			child	ENCODE
BSS00036	ACC112	ACC112	Cancer	Other	#000000	Other	ADENOID CYSTIC CARCINOMA	70	male	cell line			adult	ENCODE
BSS01386	NT2/D1	NT2/D1	Cancer	Endocrine	#000000	Other	TESTICULAR EMBRYONAL CARCINOMA	22	male	cell line			unknown/mixed	ENCODE
BSS01405	Panc1	Panc1	Cancer	Pancreas	#000000	Other	PANCREAS DUCT EPITHELIAL CARCINOMA	56	male	cell line			unknown/mixed	ENCODE
BSS01559	SK-N-MC	SK-N-MC	Cancer	Brain	#000000	Other	NEUROEPITHELIOMA	14	female	cell line			child	ENCODE
BSS00016	A549 treated with 100 nM dexamethasone for 10 hours	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	100_nM_dexamethasone_for_10_hours	adult	GGR
BSS00020	A549 treated with 100 nM dexamethasone for 2 hours	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	100_nM_dexamethasone_for_2_hours	adult	GGR
BSS00023	A549 treated with 100 nM dexamethasone for 3 hours	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	100_nM_dexamethasone_for_3_hours	adult	GGR
BSS00024	A549 treated with 100 nM dexamethasone for 30 minutes	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	100_nM_dexamethasone_for_30_minutes	adult	GGR
BSS00026	A549 treated with 100 nM dexamethasone for 5 hours	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	100_nM_dexamethasone_for_5_hours	adult	GGR
BSS00028	A549 treated with 100 nM dexamethasone for 6 hours	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	100_nM_dexamethasone_for_6_hours	adult	GGR
BSS00029	A549 treated with 100 nM dexamethasone for 7 hours	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	100_nM_dexamethasone_for_7_hours	adult	GGR
BSS01412	Parathyroid adenoma male adult (65 years)	Parathyroid adenoma	Cancer	Endocrine	#000000	Other	PARATHYROID ADENOMA	65	male	tissue			adult	ENCODE
BSS00159	Caco-2	Caco-2	Cancer	Digestive	#000000	Other	COLORECTAL ADENOCARCINOMA	72	male	cell line			adult	ENCODE
BSS00531	HeLa-S3 G1b phase	HeLa-S3	Cancer	Reproductive	#000000	Other	CERVIX ADENOCARCINOMA	31	female	cell line	HeLa-S3	G1b_phase	adult	ENCODE 2012
BSS01105	KOPT-K1	KOPT-K1	Cancer	Blood & T-cell	#000000	Other	ACUTE LYMPHOBLASTIC LEUKEMIA	unknown	unknown/mixed	cell line			unknown/mixed	ENCODE
BSS01571	SK-N-SH treated with 6 μM all-trans-retinoic acid for 48 hours	SK-N-SH	Cancer	Brain	#000000	Other	NEUROBLASTOMA	4	female	cell line	SK-N-SH	6_mM_all-trans-retinoic_acid_for_48_hours	child	ENCODE
BSS00102	BE2C	BE2C	Cancer	Brain	#000000	Other	NEUROBLASTOMA	2	male	cell line			child	ENCODE
BSS00702	HL-60	HL-60	Cancer	HSC & B-cell	#000000	Other	ACUTE PROMYELOCYTIC LEUKEMIA	36	female	cell line			adult	ENCODE
BSS01173	LNCaP clone FGC	LNCaP clone FGC	Cancer	Reproductive	#000000	Other	PROSTATE ADENOCARCINOMA	50	male	cell line			adult	ENCODE
BSS01356	NB4	NB4	Cancer	HSC & B-cell	#000000	Other	ACUTE PROMYELOCYTIC LEUKEMIA	23	female	cell line			adult	ENCODE
BSS01890	WERI-Rb-1	WERI-Rb-1	Cancer	Eye	#000000	Other	EYE RETINOBLASTOMA	1	female	cell line			child	ENCODE
BSS00001	22Rv1	22Rv1	Cancer	Reproductive	#000000	Other	PROSTATE EPITHELIAL CARCINOMA	unknown	unknown/mixed	cell line			unknown/mixed	ENCODE
BSS00002	22Rv1 treated with 10 nM 17β-hydroxy-5α-androstan-3-one for 4 hours	22Rv1	Cancer	Reproductive	#000000	Other	PROSTATE EPITHELIAL CARCINOMA	unknown	unknown/mixed	cell line	22Rv1	10_nM_17b-hydroxy-5a-androstan-3-one_for_4_hours	unknown/mixed	ENCODE
BSS00003	8988T	8988T	Cancer	Pancreas	#000000	Other	PANCREAS ADENOCARCINOMA	64	female	cell line			adult	ENCODE
BSS00004	A172	A172	Cancer	Brain	#000000	Other	GLIOBLASTOMA	53	male	cell line			adult	ENCODE
BSS00017	A549 treated with 100 nM dexamethasone for 10 minutes	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	100_nM_dexamethasone_for_10_minutes	adult	GGR
BSS00019	A549 treated with 100 nM dexamethasone for 15 minutes	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	100_nM_dexamethasone_for_15_minutes	adult	GGR
BSS00021	A549 treated with 100 nM dexamethasone for 20 minutes	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	100_nM_dexamethasone_for_20_minutes	adult	GGR
BSS00022	A549 treated with 100 nM dexamethasone for 25 minutes	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	100_nM_dexamethasone_for_25_minutes	adult	GGR
BSS00027	A549 treated with 100 nM dexamethasone for 5 minutes	A549	Cancer	Lung	#000000	Other	LUNG EPITHELIAL CARCINOMA	58	male	cell line	A549	100_nM_dexamethasone_for_5_minutes	adult	GGR
BSS00037	ACHN	ACHN	Cancer	Kidney	#000000	Other	RENAL CELL ADENOCARCINOMA	22	male	cell line			adult	ENCODE
BSS00157	C4-2B	C4-2B	Cancer	Reproductive	#000000	Other	PROSTATE CANCER	50	male	cell line			adult	ENCODE
BSS00160	Caki2	Caki2	Cancer	Kidney	#000000	Other	KIDNEY CLEAR CELL CARCINOMA	69	male	cell line			adult	ENCODE
BSS00221	CMK	CMK	Cancer	HSC & B-cell	#000000	Other	MYELOGENOUS LEUKEMIA	10	male	cell line			child	ENCODE
BSS00222	COLO829	COLO829	Cancer	Epithelial	#000000	Other	MELANOMA	45	male	cell line			adult	ENCODE
BSS00246	Daoy	Daoy	Cancer	Brain	#000000	Other	DESMOPLASTIC MEDULLOBLASTOMA	4	male	cell line			child	ENCODE
BSS00372	G401	G401	Cancer	Kidney	#000000	Other	KIDNEY RHABOID TUMOR	3	male	cell line			child	ENCODE
BSS00481	H4	H4	Cancer	Brain	#000000	Other	NEUROGLIOMA	37	male	cell line			adult	ENCODE
BSS00482	H54	H54	Cancer	Brain	#000000	Other	GLIOBLASTOMA	36	female	cell line			adult	ENCODE
BSS00491	HAP-1	HAP-1	Cancer	HSC & B-cell	#000000	Other	HAPLOID MYELOGENOUS LEUKEMIA	44	male	cell line			adult	ENCODE
BSS00541	HeLa-S3 treated with interferon alpha for 4 hours	HeLa-S3	Cancer	Reproductive	#000000	Other	CERVIX ADENOCARCINOMA	31	female	cell line	HeLa-S3	interferon_alpha_for_4_hours	adult	ENCODE
BSS00708	HT-29	HT-29	Cancer	Digestive	#000000	Other	COLORECTAL ADENOCARCINOMA	44	female	cell line			adult	ENCODE
BSS00709	HT1080	HT1080	Cancer	Stromal	#000000	Other	FIBROSARCOMA	35	male	cell line			adult	ENCODE
BSS00718	HuH-7	HuH-7	Cancer	Liver	#000000	Other	HEPATOCELLULAR CARCINOMA	57	male	cell line			adult	ENCODE
BSS00719	HuH-7.5	HuH-7.5	Cancer	Liver	#000000	Other	HEPATOCELLULAR CARCINOMA	57	male	cell line			adult	ENCODE
BSS00745	Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour	Ishikawa	Cancer	Reproductive	#000000	Other	ENDOMETRIAL ADENOCARCINOMA	39	female	cell line	Ishikawa	0.02pct_dimethyl_sulfoxide_for_1_hour	adult	ENCODE
BSS00748	Ishikawa treated with 10 nM 17β-estradiol for 30 minutes	Ishikawa	Cancer	Reproductive	#000000	Other	ENDOMETRIAL ADENOCARCINOMA	39	female	cell line	Ishikawa	10_nM_17b-estradiol_for_30_minutes	adult	ENCODE
BSS00756	Ishikawa treated with 600 nM afimoxifene for 30 minutes	Ishikawa	Cancer	Reproductive	#000000	Other	ENDOMETRIAL ADENOCARCINOMA	39	female	cell line	Ishikawa	600_nM_afimoxifene_for_30_minutes	adult	ENCODE
BSS01038	K562 G1 phase	K562	Cancer	HSC & B-cell	#000000	Other	MYELOGENOUS LEUKEMIA	53	female	cell line	K562	G1_phase	adult	ENCODE
BSS01039	K562 G2 phase	K562	Cancer	HSC & B-cell	#000000	Other	MYELOGENOUS LEUKEMIA	53	female	cell line	K562	G2_phase	adult	ENCODE
BSS01056	K562 treated with 0.05% dimethyl sulfoxide for 72 hours	K562	Cancer	HSC & B-cell	#000000	Other	MYELOGENOUS LEUKEMIA	53	female	cell line	K562	0.05pct_dimethyl_sulfoxide_for_72_hours	adult	ENCODE
BSS01057	K562 treated with 1 μM vorinostat for 72 hours	K562	Cancer	HSC & B-cell	#000000	Other	MYELOGENOUS LEUKEMIA	53	female	cell line	K562	1_mM_vorinostat_for_72_hours	adult	ENCODE
BSS01059	K562 treated with 500 μM sodium butyrate for 72 hours	K562	Cancer	HSC & B-cell	#000000	Other	MYELOGENOUS LEUKEMIA	53	female	cell line	K562	500_mM_sodium_butyrate_for_72_hours	adult	ENCODE
BSS01066	KBM-7	KBM-7	Cancer	HSC & B-cell	#000000	Other	MYELOGENOUS LEUKEMIA	44	male	cell line			adult	ENCODE
BSS01174	LNCaP clone FGC treated with 1 nM 17β-hydroxy-17-methylestra-4,9,11-trien-3-one for 12 hours	LNCaP clone FGC	Cancer	Reproductive	#000000	Other	PROSTATE ADENOCARCINOMA	50	male	cell line	LNCaP_clone_FGC	1_nM_17b-hydroxy-17-methylestra-4,9,11-trien-3-one_for_12_hours	adult	ENCODE
BSS01179	LoVo	LoVo	Cancer	Digestive	#000000	Other	COLORECTAL ADENOCARCINOMA	56	male	cell line			adult	ENCODE
BSS01208	M059J	M059J	Cancer	Brain	#000000	Other	GLIOBLASTOMA	33	male	cell line			adult	ENCODE
BSS01235	MCF-7 originated from MCF-7	MCF-7	Cancer	Other	#000000	Other	MAMMARY GLAND ADENOCARCINOMA	69	female	cell line			adult	ENCODE
BSS01240	MCF-7 treated with 10 mM lactate for 24 hours	MCF-7	Cancer	Other	#000000	Other	MAMMARY GLAND ADENOCARCINOMA	69	female	cell line	MCF-7	10_mM_lactate_for_24_hours	adult	ENCODE
BSS01243	MCF-7 treated with 100 nM estradiol for 1 hour	MCF-7	Cancer	Other	#000000	Other	MAMMARY GLAND ADENOCARCINOMA	69	female	cell line	MCF-7	100_nM_estradiol_for_1_hour	adult	ENCODE
BSS01244	MCF-7 genetically modified using RNAi	MCF-7	Cancer	Other	#000000	Other	MAMMARY GLAND ADENOCARCINOMA	69	female	cell line	MCF-7	CTCF_shRNA_knockdown	adult	ENCODE
BSS01251	D721Med	D721Med	Cancer	Brain	#000000	Other	MEDULLOBLASTOMA	2,3	male	cell line			child	ENCODE
BSS01267	MG63	MG63	Cancer	Bone	#000000	Other	OSTEOSARCOMA	14	male	cell line			child	ENCODE
BSS01350	NAMALWA	NAMALWA	Cancer	HSC & B-cell	#000000	Other	BURKITT LYMPHOMA	3	female	cell line			child	ENCODE
BSS01351	NAMALWA treated with Sendai virus for 2 hours	NAMALWA	Cancer	HSC & B-cell	#000000	Other	BURKITT LYMPHOMA	3	female	cell line	NAMALWA	Sendai_virus_for_2_hours	child	ENCODE
BSS01359	NCI-H226	NCI-H226	Cancer	Lung	#000000	Other	SQUAMOUS CELL CARCINOMA	unknown	male	cell line			adult	ENCODE
BSS01360	NCI-H460	NCI-H460	Cancer	Lung	#000000	Other	LARGE CELL LUNG CANCER	unknown	male	cell line			unknown/mixed	ENCODE
BSS01474	RCC 7860	RCC 7860	Cancer	Kidney	#000000	Other	RENAL CELL ADENOCARCINOMA	58	male	cell line			adult	ENCODE
BSS01481	renal cell carcinoma	renal cell carcinoma	Cancer	Kidney	#000000	Other	RENAL CELL CARCINOMA	80,62	unknown/mixed	cell line			adult	ENCODE
BSS01535	RKO	RKO	Cancer	Digestive	#000000	Other	COLON CARCINOMA	unknown	unknown/mixed	cell line			unknown/mixed	ENCODE
BSS01536	RPMI-7951	RPMI-7951	Cancer	Epithelial	#000000	Other	MELANOMA	18	female	cell line			adult	ENCODE
BSS01537	RPMI8226	RPMI8226	Cancer	HSC & B-cell	#000000	Other	PLASMA CELL MYELOMA	61	male	cell line			adult	ENCODE
BSS01549	SJCRH30	SJCRH30	Cancer	Myosat	#000000	Other	RHABDOMYOSARCOMA	17	male	cell line			child	ENCODE
BSS01550	SJSA1	SJSA1	Cancer	Bone	#000000	Other	OSTEOSARCOMA	19	male	cell line			adult	ENCODE
BSS01551	SK-MEL-5	SK-MEL-5	Cancer	Epithelial	#000000	Other	MELANOMA	24	female	cell line			adult	ENCODE
BSS01554	SK-N-DZ	SK-N-DZ	Cancer	Brain	#000000	Other	NEUROBLASTOMA	2	female	cell line			child	ENCODE
BSS01558	SK-N-DZ treated with dimethyl sulfoxide for 72 hours	SK-N-DZ	Cancer	Brain	#000000	Other	NEUROBLASTOMA	2	female	cell line	SK-N-DZ	dimethyl_sulfoxide_for_72_hours	child	ENCODE
BSS01682	SW480	SW480	Cancer	Digestive	#000000	Other	COLORECTAL ADENOCARCINOMA	50	male	cell line			adult	ENCODE
BSS01699	T47D	T47D	Cancer	Other	#000000	Other	MAMMARY GLAND DUCTAL CARCINOMA	54	female	cell line			adult	ENCODE
BSS01705	T47D treated with 10 nM 17β-estradiol for 30 minutes	T47D	Cancer	Other	#000000	Other	MAMMARY GLAND DUCTAL CARCINOMA	54	female	cell line	T47D	10_nM_17b-estradiol_for_30_minutes	adult	ENCODE
BSS01888	VCaP	VCaP	Cancer	Reproductive	#000000	Other	PROSTATE EPITHELIAL CARCINOMA	59	male	cell line			adult	ENCODE
BSS00368	foreskin melanocyte male newborn	foreskin melanocyte	Other		#999999	Other	FORESKIN MELANOCYTE	unknown	male	primary cell			newborn	Roadmap 2015
BSS00146	breast epithelium female adult (53 years)	breast epithelium	Other		#999999	Other	BREAST EPITHELIUM	53	female	tissue			adult	ENCODE
BSS00145	breast epithelium female adult (51 year)	breast epithelium	Other		#999999	Other	BREAST EPITHELIUM	51	female	tissue			adult	ENCODE
BSS00304	epidermal melanocyte	epidermal melanocyte	Other		#999999	Other	EPIDERMAL MELANOCYTE	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS01156	limb embryo (53 days) and embryo (56 days)	limb	Other		#999999	Other	LIMB EMBRYO	53,56	unknown/mixed	tissue			embryonic	ENCODE
BSS01157	limb embryo (58 days) and embryo (59 days)	limb	Other		#999999	Other	LIMB EMBRYO	58,59	unknown/mixed	tissue			embryonic	ENCODE
BSS01216	mammary stem cell female adult (33 years)	mammary stem cell	Other		#999999	Other	MAMMARY STEM CELL	33	female	primary cell			adult	Roadmap (Novel)
